,dataset,f1,pr_auc,roc_auc,tpr,fpr,precision,accuracy,training_time(sec),Inference_time(sec),folds_best_params
9,cmc-nominal.csv,0.142056213,0.05470127595,0.2688171947,0.7353333097,0.8620322553,0.07917692127,0.1764705882,3934.21,6.4495,"{'seq_length': 8, 'dim': 8, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
0,power_data.csv,0.1366600759,0.1149663705,0.1425170039,0.4158952313,0.7052499975,0.08201326352,0.25,5516.14,12.0887,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
1,power_data.csv,0.2145649332,0.1277132491,0.3778801773,0.6065952291,0.6856774171,0.1316187648,0.3783783784,4999.14,8.429,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
2,power_data.csv,0.1930895046,0.1489797909,0.3009715333,0.4490912639,0.6674482736,0.128966675,0.4736842105,4083.06,7.2202,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
3,power_data.csv,0.1030751436,0.1055763412,0.07142857017,0.2926071387,0.6832333311,0.0626424119,0.2894736842,4184.38,8.3748,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
4,power_data.csv,0.0876372127,0.06885798208,0.112903223,0.3422833259,0.7036774171,0.05057937569,0.4594594595,4212.01,8.3842,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
5,power_data.csv,0.08454886728,0.1077722543,0.06978653405,0.232285711,0.5681379291,0.05169636427,0.1944444444,4357.5,8.3948,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
6,power_data.csv,0.1072364199,0.1022754317,0.07553366036,0.2914999958,0.7228275837,0.06589926033,0.2432432432,4300.85,10.9315,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
7,power_data.csv,0.05314044056,0.1065018816,0.03499999925,0.1391404742,0.6520666645,0.03296715411,0.1315789474,4423.79,7.9855,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
8,power_data.csv,0.1651600303,0.1256068743,0.1465517218,0.4157499948,0.6907241355,0.1032593063,0.2162162162,4382.54,7.1734,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
9,power_data.csv,0.3300748871,0.2252063149,0.4506377481,0.7413864988,0.7435357116,0.2469285182,0.3611111111,4078.64,9.082,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
0,power_data_ecc.csv,0.1813595787,0.1473254624,0.3129340232,0.4567777727,0.5509374983,0.1139933517,0.625,5677.13,10.5431,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 9, 'batch_size': None}"
1,power_data_ecc.csv,0.0801969034,0.04012552086,0.1047619014,0.4143333222,0.6686571409,0.04459531822,0.625,4926.92,8.138,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 9, 'batch_size': None}"
2,power_data_ecc.csv,0.1692040743,0.1351111205,0.1612903198,0.455304792,0.6962580623,0.1045324011,0.4857142857,3920.28,6.6195,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 9, 'batch_size': None}"
3,power_data_ecc.csv,0.09295407762,0.1137402574,0.1858585827,0.2619904719,0.6352424223,0.05932742821,0.4857142857,3791.49,6.6892,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 9, 'batch_size': None}"
4,power_data_ecc.csv,0.1437037838,0.1136709006,0.1731770807,0.3998293597,0.7310312477,0.08817851945,0.5,4654.97,8.7084,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 9, 'batch_size': None}"
5,power_data_ecc.csv,0.2403735611,0.1452067166,0.3398617456,0.6340357062,0.6981935461,0.1486288555,0.6146341463,4746.82,9.6205,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.007, 'epochs': 1, 'steps_per_epoch': 9, 'batch_size': None}"
6,power_data_ecc.csv,0.1537523225,0.1042600079,0.3666666588,0.5371999895,0.6335294099,0.09296096148,0.6,4748.42,8.2242,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.007, 'epochs': 1, 'steps_per_epoch': 9, 'batch_size': None}"
7,power_data_ecc.csv,0.1635620746,0.1203589632,0.2299107103,0.4521745971,0.6910937478,0.1001367996,0.6368421053,4593.1,8.2535,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 9, 'batch_size': None}"
8,power_data_ecc.csv,0.1145485931,0.08135269658,0.3186274436,0.4659999894,0.5779411748,0.06668623453,0.7,4652.57,9.1647,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 9, 'batch_size': None}"
9,power_data_ecc.csv,0.05194263513,0.07497151499,0.04117646964,0.1959666631,0.5904999983,0.02997824596,0.4219512195,4126.65,6.4863,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 9, 'batch_size': None}"
0,real_17.csv,0.6679938179,0.8888888538,0.9999999849,0.5967777711,0.01503999994,0.9809954915,0.8529411765,5187.02,9.2597,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
1,real_17.csv,0.5513265256,0.8749999621,0.9999999837,0.4849999939,0.01576923071,0.9821147216,0.7941176471,4886.58,16.4568,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
2,real_17.csv,0.8514766681,0.8749999621,0.9999999837,0.80174999,0.01703846147,0.9779069044,0.8529411765,4073.24,6.385,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
3,real_17.csv,0.8158155126,0.8749999621,0.9999999837,0.80199999,0.04399999983,0.9519348115,0.7647058824,3827.58,6.7115,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
4,real_17.csv,0.8519865636,0.8749999621,0.9999999837,0.8074999899,0.01665384609,0.9807794271,0.9411764706,3954.34,8.3723,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
5,real_17.csv,0.6879168931,0.8999999672,0.9999999858,0.6198999938,0.01383333328,0.9862245559,0.8235294118,4639.48,8.0328,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
6,real_17.csv,0.8268710389,0.8749999621,0.9999999837,0.7918749901,0.02323076914,0.9716154756,0.8529411765,4540.55,7.9698,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
7,real_17.csv,0.8491483129,0.8888888538,0.9999999849,0.8163333243,0.02003999992,0.9784880561,0.8235294118,4649.47,8.3088,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
8,real_17.csv,0.6956019262,0.857142816,0.999999982,0.6238571339,0.0166666666,0.976510955,0.8529411765,4609.56,8.2855,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
9,real_17.csv,0.4746871294,0.8999999672,0.9999999858,0.3762999962,0.01029166662,0.9904395274,0.7647058824,4063.15,5.7395,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
0,real_18.csv,0.7359848854,0.9090908783,0.9999999866,0.668090903,0.01252173908,0.9845474817,0.8241176471,5234.3,11.0714,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
1,real_18.csv,0.5721115747,0.8676767314,0.9911110961,0.4758888836,0.01391999994,0.9765529649,0.7947058824,5116.49,8.5712,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
2,real_18.csv,0.5110558237,0.8999999672,0.9999999858,0.4410999956,0.009874999959,0.9905819312,0.8247058824,4348.78,6.9605,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
3,real_18.csv,0.7095397804,0.8571428159,0.999999982,0.6335714195,0.01251851847,0.9797050687,0.8529411765,3819.69,7.1273,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
4,real_18.csv,0.7165369659,0.8888888538,0.9999999849,0.6589999927,0.01047999996,0.9862452061,0.8529411765,3800.9,7.2475,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
5,real_18.csv,0.9245650004,0.857142816,0.999999982,0.89885713,0.01303703699,0.98208112,0.8541176471,3873.95,8.1568,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
6,real_18.csv,0.5939858134,0.8749999621,0.9999999837,0.5363749933,0.005769230747,0.9927041302,0.9117647059,3958.8,7.7385,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
7,real_18.csv,0.6754228967,0.9090908783,0.9999999866,0.5909999946,0.008739130397,0.9901635055,0.7552941176,4529.1,8.0159,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
8,real_18.csv,0.6950221307,0.8313491656,0.9938271425,0.5711666585,0.01603703698,0.9796780355,0.7941176471,4487.95,8.4352,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
9,real_18.csv,0.6936388217,0.8999999672,0.9999999858,0.6168999938,0.005249999978,0.9939222856,0.8823529412,4400.94,7.5131,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
0,real_19.csv,0.7510199824,0.8598484506,0.9866666518,0.6531111039,0.01479999994,0.9779548402,0.8529411765,4789.82,12.6316,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
1,real_19.csv,0.5600085618,0.8888888538,0.9999999849,0.4371111063,0.01347999995,0.9836154455,0.8235294118,5098.81,6.3531,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
2,real_19.csv,0.6331145478,0.8181817951,0.9999999866,0.5702727221,0.02017391296,0.974608811,0.7352941176,4690.21,6.9527,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
3,real_19.csv,0.6396017902,0.8888888538,0.9999999849,0.5265555497,0.01463999994,0.9828955382,0.8529411765,3860.43,7.6703,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
4,real_19.csv,0.6241457221,0.8749999621,0.9999999837,0.4982499938,0.01126923073,0.984035499,0.8823529412,3782.59,6.9201,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
5,real_19.csv,0.535566549,0.8999999672,0.9999999858,0.4411999956,0.01108333329,0.988048837,0.7647058824,3747.71,7.2686,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
6,real_19.csv,0.6208683898,0.8999999672,0.9999999858,0.5219999948,0.01187499995,0.9869853234,0.7647058824,4144.53,6.5331,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
7,real_19.csv,0.6202184877,0.8888888538,0.9999999849,0.5128888832,0.01551999994,0.9776522994,0.8529411765,3738.32,7.2224,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
8,real_19.csv,0.5791893938,0.8075396388,0.9940475989,0.4498333258,0.01324999995,0.9778198833,0.8823529412,3882.57,7.0519,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
9,real_19.csv,0.6178676997,0.8749999621,0.9999999837,0.5642499929,0.01757692301,0.9780271568,0.7647058824,3709.07,7.5123,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
0,real_32.csv,0.6460914308,0.583333278,0.9833333051,0.7531666379,0.03259999989,0.5902878088,0.9705882353,5140.86,11.875,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
1,real_32.csv,0.9638059615,0.6666666276,0.9999999766,0.9471666469,0.00437931033,0.9920137839,1,5172.78,8.1985,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
2,real_32.csv,0.9450556119,0.7499999382,0.9999999717,0.9221666424,0.00496666665,0.9873290015,1,4947.1,8.2398,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
3,real_32.csv,0.5382225369,0.1666666744,0.9354838368,0.7669999679,0.05480645144,0.4172901614,0.9693939394,4586.92,6.8401,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
4,real_32.csv,0.8921490461,0.6666666276,0.9999999766,0.9535833139,0.0312413792,0.8675285227,0.9705882353,4579.03,10.9218,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
5,real_32.csv,0.8477864806,0.7499999146,0.9999999632,0.9929999667,0.0367096773,0.7453147097,0.9705882353,4237.88,8.4162,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
6,real_32.csv,0.9443123521,0.6666666128,0.9999999717,0.9213333091,0.005666666648,0.9896139186,1,3733.06,6.4831,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
7,real_32.csv,0.6874059366,0.6666665953,0.9999999624,0.8566666334,0.05441935466,0.6814082678,0.9711764706,3686.8,6.8058,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
8,real_32.csv,0.8778150891,0.6666666002,0.9999999708,0.9546666371,0.03146666656,0.8397586546,0.9705882353,3753.05,7.2529,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
9,real_32.csv,0.8291993369,0.6666666067,0.9999999711,0.9949999724,0.05726666648,0.7253810745,0.9411764706,3569.05,5.9465,"{'seq_length': 8, 'dim': 1, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
