,dataset,f1,pr_auc,roc_auc,tpr,fpr,precision,accuracy,training_time(sec),Inference_time(sec),folds_best_params
4,power_data.csv,0.2131481039,0.2665817201,0.339134346,0.3287993862,0.4101363618,0.227956498,0.5833333333,944.1243,3.6018,"{'learning_rate': 0.007, 'loss': 'msle', 'clipnorm': 2.5, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
5,power_data.csv,0.07732316531,0.04301485882,0.07999999635,0.293333326,0.4786399981,0.04499185066,0.4705882353,1028.7431,2.6703,"{'learning_rate': 0.005, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
6,power_data.csv,0.07863286119,0.06996631764,0.05208333181,0.2831666599,0.5522499977,0.0462759831,0.4722222222,1005.7815,4.057,"{'learning_rate': 0.01, 'loss': 'msle', 'clipnorm': 2, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
7,power_data.csv,0.2537975708,0.1655559054,0.2764524073,0.5747511823,0.7166956491,0.1804208143,0.6388888889,960.3632,4.4891,"{'learning_rate': 0.01, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
8,power_data.csv,0.1376472082,0.1463029206,0.07291666545,0.2997083301,0.5662499976,0.08957285477,0.6388888889,978.1906,3.534,"{'learning_rate': 0.01, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
9,power_data.csv,0.1882561186,0.1857502465,0.2363087359,0.374412875,0.5426956498,0.1269045454,0.3714285714,905.6706,2.2458,"{'learning_rate': 0.005, 'loss': 'msle', 'clipnorm': 2.5, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
0,power_data_ecc.csv,0.09094690964,0.0981752035,0.09682539513,0.2247428543,0.5821071408,0.05768475658,0.2368421053,633.5505,3.336,"{'learning_rate': 0.005, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
1,power_data_ecc.csv,0.1774745237,0.1886026311,0.3469282723,0.293973515,0.4044074059,0.1457046394,0.4210526316,797.3232,2.8375,"{'learning_rate': 0.005, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
2,power_data_ecc.csv,0.1062802072,0.1202916873,0.1764576951,0.2512771603,0.4885925908,0.07546891129,0.4736842105,785.1886,2.8644,"{'learning_rate': 0.002, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
3,power_data_ecc.csv,0.1621558728,0.157153512,0.1981442673,0.3019096179,0.5594999978,0.1182204844,0.3421052632,765.525,6.0447,"{'learning_rate': 0.002, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
4,power_data_ecc.csv,0.09626005983,0.1095526846,0.1622574926,0.2426039649,0.4774444427,0.0613838048,0.4324324324,829.5983,2.9882,"{'learning_rate': 0.01, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
5,power_data_ecc.csv,0.1825952684,0.1431653794,0.164098399,0.3901320301,0.6885384589,0.1224539239,0.2058823529,812.0089,8.776,"{'learning_rate': 0.002, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
6,power_data_ecc.csv,0.1701745483,0.2133624758,0.2578041924,0.254316154,0.3895999984,0.1457097325,0.5675675676,825.7122,3.9103,"{'learning_rate': 0.01, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
7,power_data_ecc.csv,0.0956148259,0.1283758185,0.07867564421,0.1727109291,0.4520370354,0.07273318126,0.4864864865,820.314,6.3543,"{'learning_rate': 0.01, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
8,power_data_ecc.csv,0.09178438906,0.09849550164,0.2033446677,0.2001095206,0.3553928559,0.06961130952,0.5945945946,822.6338,2.7203,"{'learning_rate': 0.01, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
9,power_data_ecc.csv,0.1286759444,0.105294932,0.1208616759,0.3573726137,0.5765714265,0.08123787041,0.4473684211,827.5583,6.074,"{'learning_rate': 0.005, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 8, 'batch_size': None}"
0,real_17.csv,0.6975706096,0.9270833098,0.9882812376,0.6169999961,0.02131249987,0.986271105,0.53125,774.6943,3.4386,"{'learning_rate': 0.007, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
1,real_17.csv,0.6305286474,0.9285714025,0.9999999873,0.5715714245,0.01083333327,0.993030674,0.59375,929.2167,2.6958,"{'learning_rate': 0.005, 'loss': 'mse', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
2,real_17.csv,0.4676075022,0.9285714025,0.9999999873,0.3813571401,0.01077777772,0.9923286932,0.65625,1031.7218,3.463,"{'learning_rate': 0.007, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
3,real_17.csv,0.5802916819,0.9333333083,0.9999999875,0.4896216083,0.009705882296,0.993471678,0.625,991.2205,3.3719,"{'learning_rate': 0.005, 'loss': 'mse', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
4,real_17.csv,0.5760581888,0.9285714025,0.9999999873,0.4978571393,0.01522222214,0.9902224179,0.6875,1032.0054,2.9191,"{'learning_rate': 0.007, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
5,real_17.csv,0.6759358287,0.9011707684,0.9956709819,0.5592727222,0.01533333326,0.9875059668,0.71875,899.9683,2.6197,"{'learning_rate': 0.01, 'loss': 'mse', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
6,real_17.csv,0.7723802255,0.9090908783,0.9999999861,0.7092727208,0.02419047608,0.9779006946,0.65625,916.3606,3.6732,"{'learning_rate': 0.005, 'loss': 'mse', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
7,real_17.csv,0.5638280423,0.8818993206,0.9805194669,0.489454541,0.01933333324,0.9838411473,0.65625,919.5641,4.5625,"{'learning_rate': 0.005, 'loss': 'mse', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
8,real_17.csv,0.615576763,0.9090908783,0.9999999861,0.5256363589,0.01766666658,0.9840453933,0.71875,1038.5351,3.2447,"{'learning_rate': 0.01, 'loss': 'msle', 'clipnorm': 2, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
9,real_17.csv,0.5118107271,0.7877777474,0.9338383689,0.4140666625,0.02045454536,0.9771801564,0.71875,876.456,2.1183,"{'learning_rate': 0.007, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
0,real_18.csv,0.6026773683,0.9090908783,0.9999999861,0.5403636315,0.009238095194,0.9912335419,0.6875,757.574,3.6722,"{'learning_rate': 0.01, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
1,real_18.csv,0.5577232102,0.9090908778,0.9999999861,0.4656999957,0.01061904757,0.9896130056,0.6875,973.5579,2.6136,"{'learning_rate': 0.005, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
2,real_18.csv,0.8046925305,0.9230768956,0.999999987,0.7469102506,0.02589473671,0.9767808892,0.59375,953.0168,4.3255,"{'learning_rate': 0.007, 'loss': 'mse', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
3,real_18.csv,0.6727094769,0.9166666377,0.9999999867,0.5954166617,0.01394999993,0.9898431233,0.78125,969.4046,3.2012,"{'learning_rate': 0.005, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
4,real_18.csv,0.5157467245,0.9090908746,0.9999999861,0.4408403996,0.006904761872,0.9938534358,0.6875,943.9642,2.7795,"{'learning_rate': 0.005, 'loss': 'mse', 'clipnorm': 2, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
5,real_18.csv,0.789437296,0.9166666377,0.9999999867,0.724999994,0.01029999995,0.9903983033,0.65625,946.6616,3.0613,"{'learning_rate': 0.005, 'loss': 'mse', 'clipnorm': 2, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
6,real_18.csv,0.6414494423,0.9285714025,0.9999999873,0.5502142818,0.006944444406,0.9949065278,0.75,953.4514,2.7299,"{'learning_rate': 0.005, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
7,real_18.csv,0.5832750293,0.9090908783,0.9999999861,0.4659090867,0.005142857118,0.995114252,0.8125,936.6844,3.2901,"{'learning_rate': 0.005, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
8,real_18.csv,0.4636427033,0.9230768955,0.999999987,0.3870833303,0.01642105255,0.9852237618,0.71875,1003.2381,2.9391,"{'learning_rate': 0.005, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
9,real_18.csv,0.7581043169,0.9285714025,0.9999999873,0.695499995,0.01133333327,0.9906407271,0.59375,917.6045,2.678,"{'learning_rate': 0.007, 'loss': 'mse', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
0,real_19.csv,0.5534196715,0.8999999672,0.9999999855,0.4837999952,0.02886363623,0.9741385897,0.71875,764.6197,2.4437,"{'learning_rate': 0.005, 'loss': 'msle', 'clipnorm': 2, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
1,real_19.csv,0.6053741349,0.9166666365,0.9999999867,0.5020909049,0.01279999994,0.9890530319,0.8125,983.3271,2.3817,"{'learning_rate': 0.005, 'loss': 'msle', 'clipnorm': 2, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
2,real_19.csv,0.4900890775,0.9285714025,0.9999999873,0.380214283,0.006833333295,0.9952162273,0.6875,998.7076,3.0328,"{'learning_rate': 0.007, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
3,real_19.csv,0.6045590385,0.9230768957,0.999999987,0.5101538422,0.03121052615,0.9765186551,0.71875,959.7869,4.5187,"{'learning_rate': 0.007, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
4,real_19.csv,0.3604456999,0.8952183873,0.9913419776,0.2659818157,0.007476190441,0.9931051406,0.78125,926.9978,3.051,"{'learning_rate': 0.005, 'loss': 'msle', 'clipnorm': 2, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
5,real_19.csv,0.7818863077,0.9166666377,0.9999999867,0.7218333273,0.03159999984,0.9671497463,0.8125,954.9728,4.2823,"{'learning_rate': 0.005, 'loss': 'mse', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
6,real_19.csv,0.5956919257,0.8970438998,0.9874999868,0.5683333286,0.1188499994,0.9080740978,0.65625,889.632,3.2415,"{'learning_rate': 0.01, 'loss': 'msle', 'clipnorm': 2, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
7,real_19.csv,0.4796379859,0.9230768954,0.999999987,0.3926538431,0.01147368415,0.9903086111,0.6875,1016.3418,3.3385,"{'learning_rate': 0.01, 'loss': 'mse', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
8,real_19.csv,0.6841001322,0.9230768956,0.999999987,0.5823846109,0.01742105254,0.9850474604,0.75,990.4144,3.1088,"{'learning_rate': 0.007, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
9,real_19.csv,0.5368174638,0.9097221932,0.99583332,0.4380606023,0.02514999987,0.9784937389,0.625,894.1065,2.1235,"{'learning_rate': 0.01, 'loss': 'mse', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
0,real_32.csv,0.09563699358,0.444444422,0.9642856867,0.1136666624,0.04182142842,0.08575503201,0.9310344828,795.4574,7.5519,"{'learning_rate': 0.01, 'loss': 'mse', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
1,real_32.csv,0.9066527057,0.8333332356,0.9999999763,0.8859999742,0.005111111092,0.9736513015,1,1069.4059,3.7924,"{'learning_rate': 0.01, 'loss': 'mse', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
2,real_32.csv,0.8084615667,0.8749999407,0.9999999763,0.7520999849,0.00477777776,0.9057082641,1,978.4641,2.1083,"{'learning_rate': 0.005, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
3,real_32.csv,0.8683191444,0.7999999484,0.9999999763,0.8210999831,0.005074074055,0.9926205515,1,993.8128,2.9679,"{'learning_rate': 0.01, 'loss': 'mse', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
4,real_32.csv,0.9538923583,0.4999999688,0.9999999714,0.9389999751,0.006749999976,0.9891481908,1,889.9162,3.2634,"{'learning_rate': 0.01, 'loss': 'msle', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
5,real_32.csv,0.5537266052,0.8333332726,0.9999999791,0.433433322,0.00365384614,0.9949369433,0.9310344828,968.2085,3.8333,"{'learning_rate': 0.01, 'loss': 'mse', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
6,real_32.csv,0.756306761,0.8749999401,0.9999999763,0.7235499851,0.007370370343,0.8116383728,1,900.9613,3.2459,"{'learning_rate': 0.005, 'loss': 'msle', 'clipnorm': 2, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
7,real_32.csv,0.4862394061,0.8333332481,0.9999999763,0.4098333161,0.006185185162,0.660326981,0.9655172414,983.0639,2.5329,"{'learning_rate': 0.01, 'loss': 'mse', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
8,real_32.csv,0.7150953456,0.7499999438,0.9999999714,0.6027499845,0.005142857124,0.9933377917,1,932.4042,3.1612,"{'learning_rate': 0.005, 'loss': 'msle', 'clipnorm': 2, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
9,real_32.csv,0.1570762772,0.8333332606,0.9999999763,0.1563333284,0.00322222221,0.1662930234,0.9,885.4711,2.5532,"{'learning_rate': 0.01, 'loss': 'mse', 'clipnorm': 1, 'epochs': 1, 'steps_per_epoch': 7, 'batch_size': None}"
